AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
2.503,38.764629455,1981.1,4565.0,0.191,38.955950593,Y,5867.8,3431.4,5.0,A,4565.0,4134.4;4134.4;4478.9;4565.0;4565.0;4651.2;4995.7;4823.4;4565.0;4651.2;5598.6;5598.6;5684.8;5684.8;5512.5;5598.6;4134.4;3962.1;3789.8;3617.6;3789.8;3703.7;3703.7;3703.7;3617.6;4134.4;4220.5;4478.9;4565.0;4651.2;4565.0;4651.2,5684.8,3617.6,S
2.485,39.064856471,2067.2,4565.0,0.187,39.251762506,N,5969.3,3472.0,5.0,A,5684.8,5340.2;4565.0;4565.0;4565.0;4565.0;4995.7;4909.6;4737.3;4565.0;5512.5;5512.5;5598.6;5598.6;5684.8;5340.2;4220.5;4134.4;3876.0;3789.8;3617.6;3617.6;3617.6;3617.6;3617.6;3617.6;4134.4;4220.5;4392.8;4565.0;4565.0;4651.2,5684.8,3617.6,S
2.55,39.365083488,1981.1,4478.9,0.19,39.554932924,Y,5989.6,3451.7,5.0,A,4565.0,4220.5;4134.4;4651.2;4565.0;4565.0;4565.0;4995.7;4909.6;4651.2;4565.0;5512.5;5598.6;5598.6;5684.8;5684.8;4565.0;4220.5;4134.4;3876.0;3703.7;3789.8;3703.7;3617.6;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4478.9,5684.8,3617.6,S
2.724,41.411308877,2067.2,4478.9,0.174,41.584969602,Y,5867.8,3431.4,5.0,A,3617.6,4220.5;4651.2;4651.2;4565.0;4995.7;4995.7;4737.3;4565.0;5598.6;5598.6;5598.6;5684.8;5770.9;5254.1;4134.4;4134.4;4048.2;3789.8;3617.6;3617.6;3617.6;3617.6;3617.6;4134.4;4134.4;4306.6;4565.0;4651.2;4651.2,5770.9,3617.6,S
2.733,41.692403779,2067.2,4565.0,0.202,41.894026825,Y,5949.0,3329.8,5.0,A,4565.0,4134.4;4134.4;4651.2;4651.2;4651.2;4565.0;4651.2;4995.7;4823.4;4565.0;4651.2;5770.9;5770.9;5770.9;5770.9;5340.2;4306.6;4134.4;4048.2;3876.0;3703.7;3703.7;3703.7;3703.7;3617.6;4220.5;4134.4;4306.6;4565.0;4565.0;4565.0;4392.8;4565.0,5770.9,3617.6,S
2.508,42.001476056,1981.1,4565.0,0.188,42.189853792,Y,5847.5,3431.4,5.0,A,4565.0,4134.4;4823.4;4565.0;4565.0;4565.0;4995.7;4909.6;4651.2;4565.0;5426.4;5512.5;5598.6;5684.8;5684.8;4909.6;4220.5;4134.4;4048.2;3789.8;3617.6;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4306.6;4565.0;4565.0;4565.0;4651.2,5684.8,3617.6,S
2.621,42.301703072,2067.2,4478.9,0.194,42.495967612,Y,5888.1,3451.7,5.0,A,4565.0,4134.4;4134.4;4478.9;4478.9;4478.9;4306.6;4909.6;4737.3;4565.0;4737.3;5512.5;5598.6;5598.6;5684.8;5512.5;5684.8;4134.4;4048.2;3876.0;3703.7;3617.6;3703.7;3703.7;3703.7;3617.6;4134.4;4220.5;4306.6;4478.9;4565.0;4478.9;4478.9,5684.8,3617.6,S
2.68,44.211045209,2067.2,4909.6,0.178,44.389121037,Y,5888.1,3370.4,5.0,A,5684.8,4048.2;4565.0;4651.2;4565.0;4737.3;4995.7;4823.4;4565.0;4823.4;5770.9;5684.8;5770.9;5684.8;5684.8;5684.8;4048.2;3876.0;3703.7;3531.4;3703.7;3617.6;3617.6;3531.4;4220.5;4134.4;4306.6;4478.9;4565.0;4478.9,5770.9,3531.4,S
2.719,44.511272225,2067.2,4478.9,0.182,44.693763157,Y,5888.1,3390.7,5.0,A,4565.0,4134.4;4134.4;4565.0;4565.0;4478.9;4737.3;4823.4;4737.3;4565.0;4651.2;5598.6;5598.6;5598.6;5684.8;5340.2;5684.8;4134.4;4134.4;3962.1;3617.6;3703.7;3703.7;3703.7;3617.6;3617.6;4220.5;4306.6;4478.9;4565.0;4478.9;4220.5,5684.8,3617.6,S
2.498,44.803184693,2067.2,4565.0,0.19,44.993034129,Y,5786.6,3451.7,5.0,A,4565.0,4134.4;4134.4;4478.9;4565.0;4478.9;5081.8;4909.6;4737.3;4565.0;5512.5;5598.6;5598.6;5598.6;5598.6;5340.2;4306.6;4134.4;4048.2;3703.7;3617.6;3703.7;3703.7;3703.7;3617.6;4220.5;4134.4;4220.5;4392.8;4565.0;4651.2;4651.2,5598.6,3617.6,S
2.485,45.101940008,2153.3,4651.2,0.194,45.296204548,Y,5989.6,3370.4,5.0,A,5684.8,4220.5;4134.4;4651.2;4565.0;4651.2;4565.0;4995.7;4909.6;4737.3;4565.0;5512.5;5598.6;5598.6;5684.8;5684.8;5770.9;5684.8;4220.5;4134.4;3876.0;3617.6;3703.7;3703.7;3703.7;3617.6;3617.6;4134.4;4220.5;4392.8;4565.0;4651.2;4565.0,5770.9,3617.6,S
2.531,45.408053828,1981.1,4565.0,0.193,45.600846667,Y,5806.9,3472.0,5.0,A,4651.2,4306.6;4134.4;4048.2;4478.9;4565.0;4565.0;4565.0;4909.6;4823.4;4565.0;4478.9;5512.5;5598.6;5598.6;5684.8;5684.8;4909.6;4220.5;4048.2;3876.0;3703.7;3703.7;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4392.8;4565.0;4651.2;4565.0,5684.8,3617.6,S
2.611,45.74264553,2067.2,4392.8,0.188,45.931023266,Y,5827.2,3451.7,5.0,A,3617.6,4220.5;4134.4;4909.6;4392.8;4565.0;4478.9;5340.2;4909.6;4737.3;4565.0;4565.0;5598.6;5598.6;5598.6;5598.6;5340.2;4909.6;4220.5;4048.2;3876.0;3617.6;3617.6;3617.6;3617.6;3617.6;3617.6;4134.4;4134.4;4392.8;4478.9;4478.9;4478.9,5598.6,3617.6,S
2.498,46.085551877,1894.9,4478.9,0.184,46.269514509,Y,5766.3,3532.9,5.0,A,4048.2,4134.4;4134.4;4565.0;4565.0;4565.0;4478.9;4995.7;4823.4;4565.0;4478.9;5426.4;5512.5;5598.6;5598.6;5512.5;4823.4;5598.6;4134.4;4048.2;3789.8;3617.6;3703.7;3789.8;3789.8;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4478.9,5598.6,3617.6,S
2.6,50.27756267,2153.3,4392.8,0.187,50.464468705,Y,5888.1,3472.0,5.0,A,5684.8,4048.2;4048.2;4565.0;4651.2;4565.0;4909.6;4909.6;4737.3;4565.0;4737.3;5684.8;5684.8;5684.8;5684.8;5684.8;4220.5;4134.4;4048.2;3876.0;3617.6;3703.7;3617.6;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4220.5,5684.8,3617.6,S
2.514,50.574861339,2067.2,4478.9,0.185,50.760295672,Y,5867.8,3411.0,5.0,A,3617.6,4134.4;4134.4;4565.0;4565.0;4478.9;4565.0;4823.4;4737.3;4565.0;4737.3;5770.9;5684.8;5684.8;5684.8;5684.8;5684.8;4134.4;3962.1;3789.8;3617.6;3703.7;3617.6;3617.6;3617.6;3617.6;4134.4;4220.5;4392.8;4478.9;4478.9;4134.4,5770.9,3617.6,S
2.536,50.869201551,2067.2,4392.8,0.19,51.059050987,Y,6009.9,3390.7,5.0,A,4134.4,4134.4;4134.4;4478.9;4478.9;4478.9;4478.9;4909.6;4823.4;4565.0;4478.9;5598.6;5598.6;5598.6;5684.8;5770.9;5684.8;4134.4;4048.2;3876.0;3703.7;3703.7;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4220.5;4392.8;4565.0;4651.2,5770.9,3617.6,S
2.549,51.176787072,1894.9,4565.0,0.19,51.366636509,Y,5827.2,3370.4,5.0,A,5598.6,4134.4;3531.4;4478.9;4565.0;4478.9;4565.0;4823.4;4737.3;4565.0;4478.9;5512.5;5512.5;5512.5;5598.6;5426.4;4306.6;4134.4;4134.4;3962.1;3617.6;3789.8;3703.7;3703.7;3703.7;3617.6;4134.4;4220.5;4392.8;4565.0;4651.2;4134.4,5598.6,3531.4,S
2.702,51.479957491,1894.9,4478.9,0.2,51.680108835,Y,5786.6,3492.3,5.0,A,4565.0,4823.4;4392.8;4220.5;4048.2;4478.9;4565.0;4565.0;4478.9;4995.7;4823.4;4565.0;4392.8;5512.5;5598.6;5598.6;5598.6;5512.5;5598.6;4220.5;4048.2;4048.2;3789.8;3617.6;3703.7;3703.7;3703.7;3617.6;4048.2;4134.4;4306.6;4478.9;4565.0;4565.0,5598.6,3617.6,S
2.651,53.346635351,1894.9,4478.9,0.168,53.514409272,Y,5827.2,3472.0,5.0,A,4134.4,4565.0;4565.0;4478.9;4565.0;4995.7;4823.4;4565.0;4565.0;5598.6;5512.5;5598.6;5598.6;5254.1;4134.4;4134.4;4048.2;3789.8;3703.7;3789.8;3703.7;3789.8;3703.7;4220.5;4134.4;4220.5;4478.9;4565.0;4651.2,5598.6,3703.7,S
2.694,53.627730253,2067.2,4565.0,0.185,53.813164587,Y,5908.4,3411.0,5.0,A,5684.8,4220.5;4134.4;4823.4;4565.0;4565.0;4478.9;5081.8;4909.6;4737.3;4565.0;4565.0;5598.6;5684.8;5684.8;5684.8;5770.9;5684.8;4134.4;4048.2;3789.8;3703.7;3703.7;3703.7;3703.7;3617.6;4220.5;4134.4;4220.5;4478.9;4565.0;4565.0,5770.9,3617.6,S
2.581,54.544630122,2067.2,4478.9,0.185,54.730064455,Y,5806.9,3431.4,5.0,A,4565.0,4134.4;4478.9;4478.9;4478.9;4392.8;4823.4;4737.3;4565.0;4478.9;5512.5;5598.6;5598.6;5598.6;5598.6;5168.0;5598.6;4134.4;4048.2;3703.7;3617.6;3703.7;3617.6;3703.7;3617.6;4220.5;4134.4;4306.6;4392.8;4565.0;4565.0;4478.9,5598.6,3617.6,S
2.674,56.302872598,2067.2,4565.0,0.18,56.482420128,Y,5888.1,3451.7,5.0,A,4565.0,4134.4;4565.0;4565.0;4478.9;4995.7;4823.4;4823.4;4651.2;4651.2;4823.4;5512.5;5512.5;5684.8;5512.5;5512.5;4134.4;4048.2;3962.1;3617.6;3617.6;3617.6;3617.6;3703.7;3617.6;4220.5;4306.6;4478.9;4565.0;4651.2,5684.8,3617.6,S
2.507,56.59721281,1894.9,4565.0,0.184,56.781175443,Y,5827.2,3329.8,5.0,A,4565.0,4134.4;4134.4;4478.9;4565.0;4565.0;4478.9;4909.6;4737.3;4565.0;4565.0;5512.5;5598.6;5598.6;5598.6;5512.5;4737.3;4134.4;4048.2;3876.0;3703.7;3703.7;3703.7;3703.7;3703.7;3617.6;4134.4;4220.5;4392.8;4565.0;4565.0;4478.9,5598.6,3617.6,S
2.666,56.897439826,1894.9,4565.0,0.2,57.097591171,Y,5928.7,3472.0,5.0,A,4651.2,4134.4;4134.4;4478.9;4565.0;4478.9;4995.7;4909.6;4737.3;4565.0;5598.6;5684.8;5598.6;5684.8;5684.8;5340.2;4220.5;4134.4;4048.2;3876.0;3962.1;3789.8;3703.7;3703.7;3703.7;3617.6;4220.5;4306.6;4565.0;4651.2;4565.0;4478.9;4565.0;4651.2,5684.8,3617.6,S
2.614,57.196195142,1981.1,4565.0,0.187,57.383101176,Y,5867.8,3390.7,5.0,A,4478.9,4220.5;4134.4;4478.9;4478.9;4565.0;4478.9;4823.4;4823.4;4737.3;4478.9;4478.9;5512.5;5598.6;5684.8;5684.8;5340.2;5684.8;4134.4;4048.2;3962.1;3617.6;3703.7;3703.7;3703.7;3617.6;3617.6;4134.4;4220.5;4392.8;4478.9;4565.0;4478.9,5684.8,3617.6,S
2.745,59.066301953,1981.1,4565.0,0.174,59.239962678,Y,5806.9,3329.8,5.0,A,4478.9,4478.9;4651.2;4565.0;4478.9;4995.7;4823.4;4565.0;4478.9;5598.6;5598.6;5684.8;5598.6;5512.5;5598.6;4134.4;4048.2;3876.0;3703.7;3703.7;3617.6;3617.6;3617.6;3531.4;4134.4;4220.5;4392.8;4478.9;4651.2;4565.0,5684.8,3531.4,S
2.651,59.382717681,1808.8,4565.0,0.175,59.557850107,Y,5827.2,3309.5,5.0,A,4478.9,4565.0;4565.0;4478.9;4995.7;4909.6;4737.3;4478.9;4651.2;5598.6;5598.6;5684.8;5598.6;4995.7;4220.5;4134.4;4048.2;3789.8;5684.8;4048.2;3617.6;3703.7;3531.4;4134.4;4134.4;4392.8;4478.9;4565.0;4565.0;4478.9,5684.8,3531.4,S
2.8,59.666755985,1981.1,4565.0,0.196,59.862492226,Y,5806.9,3248.6,5.0,A,5598.6,4220.5;4220.5;4220.5;4134.4;4478.9;4565.0;4478.9;4478.9;4909.6;4737.3;4478.9;4651.2;5598.6;5598.6;5598.6;5598.6;5340.2;4220.5;4134.4;4048.2;3876.0;3617.6;3703.7;3703.7;3703.7;3531.4;4220.5;4134.4;4306.6;4478.9;4565.0;4565.0;4565.0,5598.6,3531.4,S
2.804,61.550608709,1808.8,4565.0,0.193,61.743401548,Y,5746.0,3309.5,5.0,A,4478.9,4220.5;4220.5;4478.9;4565.0;4565.0;4565.0;4478.9;4909.6;4823.4;4565.0;4478.9;4565.0;5598.6;5598.6;5598.6;5340.2;4478.9;4134.4;4048.2;3789.8;3789.8;5598.6;3617.6;3703.7;3703.7;3703.7;4220.5;4306.6;4392.8;4478.9;4306.6;4651.2,5598.6,3617.6,S
2.717,61.861137633,1894.9,4651.2,0.177,62.03774176,Y,5949.0,3228.3,5.0,A,5684.8,4134.4;4565.0;4565.0;4565.0;4478.9;4909.6;4823.4;4565.0;4565.0;5598.6;5598.6;5684.8;5684.8;5598.6;4134.4;4134.4;3962.1;3876.0;3617.6;5598.6;3617.6;3703.7;3531.4;3617.6;4134.4;4220.5;4478.9;4565.0;4478.9,5684.8,3531.4,S
2.797,62.156949546,1894.9,4651.2,0.172,62.32913857,Y,5928.7,3370.4,5.0,A,5684.8,4565.0;4565.0;4565.0;4478.9;4995.7;4823.4;4651.2;4478.9;5512.5;5598.6;5598.6;5684.8;5684.8;4478.9;4134.4;4134.4;3962.1;3789.8;3703.7;5684.8;3703.7;3703.7;3531.4;4134.4;4220.5;4392.8;4565.0;4565.0;4565.0,5684.8,3531.4,S
2.699,62.435101046,1981.1,4478.9,0.197,62.632308988,Y,5867.8,3350.1,5.0,A,4478.9,4478.9;4134.4;4134.4;4478.9;4478.9;4478.9;4478.9;4995.7;4823.4;4651.2;4565.0;4565.0;5598.6;5598.6;5684.8;5684.8;5598.6;4220.5;4134.4;4048.2;3789.8;3703.7;3703.7;3617.6;3703.7;3531.4;4134.4;4134.4;4392.8;4478.9;4478.9;4478.9;4478.9,5684.8,3531.4,S
2.859,62.750060127,1981.1,4478.9,0.184,62.93402276,Y,5806.9,3268.9,5.0,A,4134.4,4134.4;4134.4;4565.0;4565.0;4565.0;4651.2;4909.6;4737.3;4565.0;5598.6;5598.6;5598.6;5684.8;5684.8;5254.1;4220.5;4134.4;4048.2;3789.8;3962.1;3703.7;4392.8;3617.6;3531.4;4565.0;4134.4;4134.4;4306.6;4478.9;4565.0;4392.8,5684.8,3531.4,S
2.816,63.070890958,1894.9,4478.9,0.194,63.265155498,Y,5827.2,3390.7,5.0,A,4565.0,4220.5;4220.5;4220.5;4565.0;4565.0;4565.0;4565.0;4909.6;4737.3;4565.0;4651.2;5598.6;5512.5;5598.6;5684.8;5426.4;5598.6;4134.4;4048.2;3876.0;3703.7;3703.7;3617.6;3617.6;3703.7;3531.4;4134.4;4220.5;4392.8;4478.9;4565.0;4565.0;4565.0,5684.8,3531.4,S
2.627,64.950814128,1894.9,4392.8,0.171,65.121531451,Y,5766.3,3390.7,5.0,A,4134.4,4909.6;4565.0;4565.0;4478.9;4995.7;4909.6;4737.3;4565.0;4565.0;5512.5;5598.6;5598.6;5512.5;5254.1;4134.4;4048.2;3962.1;3789.8;5598.6;5512.5;3617.6;3703.7;3531.4;4134.4;4134.4;4220.5;4478.9;4478.9;4565.0,5598.6,3531.4,S
2.581,65.230437329,1894.9,4565.0,0.185,65.415871663,Y,5867.8,3390.7,5.0,A,4220.5,4306.6;4220.5;4220.5;4478.9;4565.0;4478.9;4565.0;4909.6;4737.3;4565.0;4565.0;5684.8;5598.6;5684.8;5684.8;5426.4;4220.5;4134.4;3962.1;3789.8;3703.7;3789.8;3703.7;3703.7;3531.4;4220.5;4220.5;4392.8;4478.9;4651.2;4478.9,5684.8,3531.4,S
2.457,65.52330584,1981.1,4478.9,0.191,65.714626978,Y,5888.1,3472.0,5.0,A,4134.4,4220.5;4134.4;4565.0;4565.0;4565.0;4565.0;4565.0;4909.6;4737.3;4565.0;5426.4;5512.5;5598.6;5684.8;5684.8;4995.7;4220.5;4134.4;4048.2;3789.8;3703.7;3703.7;3703.7;3703.7;3703.7;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4220.5,5684.8,3703.7,S
2.525,65.828949166,1981.1,4392.8,0.182,66.011440097,Y,5908.4,3431.4,5.0,A,4220.5,4134.4;4995.7;4478.9;4565.0;4478.9;4392.8;4995.7;4737.3;4565.0;5512.5;5512.5;5512.5;5598.6;5684.8;5426.4;4220.5;4134.4;4048.2;3876.0;3617.6;3703.7;3703.7;3703.7;3703.7;3703.7;4134.4;4220.5;4392.8;4565.0;4565.0,5684.8,3617.6,S
2.526,66.139478089,1894.9,4478.9,0.191,66.330799227,Y,5786.6,3329.8,5.0,A,4737.3,4306.6;4134.4;4134.4;4565.0;4565.0;4565.0;4478.9;4995.7;4909.6;4737.3;4565.0;4565.0;5598.6;5598.6;5598.6;5598.6;4995.7;4220.5;4134.4;4048.2;3789.8;3789.8;3703.7;3703.7;3703.7;3531.4;4134.4;4134.4;4220.5;4478.9;4565.0;4565.0,5598.6,3531.4,S
2.418,66.467667426,1894.9,4478.9,0.182,66.650158357,Y,5827.2,3390.7,5.0,A,4478.9,4134.4;4565.0;4478.9;4478.9;4478.9;4909.6;4823.4;4651.2;4478.9;4823.4;5512.5;5512.5;5598.6;5598.6;4909.6;4220.5;4134.4;4048.2;3876.0;3703.7;3789.8;3617.6;3617.6;3703.7;3531.4;4134.4;4220.5;4392.8;4478.9;4565.0,5598.6,3531.4,S
2.762,68.546755787,1981.1,4478.9,0.182,68.729246719,Y,5888.1,3329.8,5.0,A,4134.4,4134.4;5254.1;4565.0;4565.0;4478.9;4995.7;4823.4;4565.0;4478.9;4823.4;5598.6;5598.6;5684.8;5770.9;5254.1;4220.5;4048.2;3876.0;3789.8;3789.8;3876.0;3617.6;3703.7;3531.4;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0,5770.9,3531.4,S
2.577,68.849926206,2067.2,4565.0,0.185,69.035360539,Y,5989.6,3289.2,5.0,A,4478.9,4995.7;4048.2;4478.9;4565.0;4478.9;5081.8;4909.6;4737.3;4478.9;4565.0;5598.6;5598.6;5684.8;5770.9;5340.2;4220.5;4134.4;3962.1;3789.8;3531.4;3617.6;3617.6;3617.6;3703.7;3531.4;4134.4;4220.5;4392.8;4478.9;4565.0;4478.9,5770.9,3531.4,S
2.764,70.43303616,1894.9,4478.9,0.169,70.602281782,Y,5746.0,3329.8,5.0,A,4478.9,4565.0;4651.2;4651.2;4478.9;4909.6;4737.3;4478.9;5512.5;5598.6;5598.6;5598.6;5598.6;5254.1;4220.5;4134.4;4048.2;3789.8;3962.1;3617.6;3703.7;3789.8;3531.4;4134.4;4220.5;4392.8;4478.9;4651.2;4220.5,5598.6,3531.4,S
2.531,70.712659361,1981.1,4565.0,0.185,70.898093695,Y,5928.7,3289.2,5.0,A,4565.0,4134.4;4651.2;4565.0;4565.0;4478.9;4392.8;4909.6;4737.3;4478.9;5598.6;5684.8;5598.6;5684.8;5684.8;5340.2;5684.8;4134.4;4048.2;3876.0;3789.8;3703.7;3703.7;3703.7;3789.8;3531.4;4220.5;4220.5;4478.9;4565.0;4565.0;4478.9,5684.8,3531.4,S
2.667,71.009942975,1894.9,4478.9,0.184,71.193905608,Y,5928.7,3268.9,5.0,A,4478.9,4220.5;4220.5;4478.9;4565.0;4478.9;4392.8;4909.6;4737.3;4565.0;4565.0;5512.5;5512.5;5598.6;5598.6;5340.2;5254.1;4134.4;4048.2;3876.0;3789.8;4306.6;3617.6;3617.6;3617.6;3531.4;4134.4;4134.4;4392.8;4478.9;4478.9;4478.9,5598.6,3531.4,S
2.789,74.556362553,1894.9,4565.0,0.162,74.718249669,Y,5806.9,3350.1,5.0,A,4478.9,4565.0;4478.9;4478.9;4909.6;4737.3;4565.0;4392.8;5426.4;5512.5;5598.6;5598.6;5598.6;4134.4;4048.2;3962.1;3789.8;3876.0;3789.8;3703.7;3617.6;3531.4;4220.5;4134.4;4306.6;4392.8;4478.9;4478.9,5598.6,3531.4,S
2.925,75.743569867,1894.9,4478.9,0.184,75.9275325,Y,5827.2,3350.1,5.0,A,4134.4,4134.4;4651.2;4478.9;4565.0;4478.9;4565.0;4909.6;4737.3;4565.0;4565.0;5512.5;5512.5;5598.6;5598.6;5426.4;4220.5;4134.4;4048.2;3876.0;3531.4;3789.8;3703.7;3703.7;3789.8;3531.4;4134.4;4134.4;4306.6;4478.9;4565.0,5598.6,3531.4,S
2.774,76.058513894,1722.7,4478.9,0.187,76.245419929,Y,5725.7,3370.4,5.0,A,4478.9,4134.4;4134.4;4392.8;4478.9;4478.9;4478.9;4995.7;4823.4;4651.2;4478.9;5426.4;5512.5;5512.5;5598.6;5512.5;4737.3;4220.5;4134.4;3876.0;3789.8;3789.8;3703.7;4565.0;3703.7;3531.4;4220.5;4134.4;4220.5;4392.8;4478.9;4478.9,5598.6,3531.4,S
2.553,78.891128253,1981.1,4565.0,0.188,79.079505988,Y,5847.5,3431.4,5.0,A,5598.6,4306.6;4134.4;4134.4;4565.0;4565.0;4478.9;4392.8;4909.6;4823.4;4651.2;4306.6;5426.4;5598.6;5512.5;5598.6;5598.6;4823.4;4220.5;4134.4;3962.1;3876.0;3876.0;3789.8;3703.7;3703.7;3703.7;4220.5;4134.4;4306.6;4392.8;4478.9,5598.6,3703.7,S
2.894,80.603247297,1981.1,4392.8,0.169,80.772492919,N,5786.6,3431.4,5.0,A,5512.5,5081.8;5512.5;4565.0;4565.0;5770.9;4909.6;4737.3;4651.2;4565.0;5598.6;5598.6;5598.6;5512.5;5426.4;4134.4;4134.4;4134.4;3876.0;3876.0;3617.6;3703.7;3703.7;3531.4;4220.5;4134.4;4306.6;4478.9;4478.9,5770.9,3531.4,S
2.736,80.891700705,1894.9,4565.0,0.181,81.072719935,Y,5735.8,3314.6,5.0,A,5512.5,4220.5;4220.5;4134.4;4651.2;4565.0;4565.0;4909.6;4823.4;4651.2;3445.3;5512.5;5512.5;5512.5;5512.5;5426.4;4220.5;4134.4;4134.4;3962.1;3703.7;3703.7;3703.7;3703.7;3703.7;3617.6;4134.4;4306.6;4392.8;4565.0;4565.0;4392.8,5512.5,3445.3,S
2.74,81.176239612,1981.1,4478.9,0.193,81.369032451,Y,5853.4,3361.6,5.0,A,4565.0,4392.8;4392.8;4220.5;4823.4;4565.0;4565.0;4565.0;4651.2;4909.6;4737.3;4565.0;4392.8;5512.5;5598.6;5598.6;5684.8;5426.4;4220.5;4134.4;4048.2;3876.0;3531.4;3703.7;3703.7;3703.7;3789.8;3531.4;4134.4;4220.5;4478.9;4565.0;4565.0;3703.7,5684.8,3531.4,S
2.874,81.491183639,2067.2,4392.8,0.178,81.669259467,Y,5829.9,3267.5,5.0,A,4220.5,4134.4;4823.4;4478.9;4565.0;4565.0;4995.7;4909.6;4737.3;4565.0;3273.0;3359.2;5598.6;5598.6;5598.6;5512.5;4306.6;4134.4;4048.2;3876.0;3531.4;5598.6;3703.7;3703.7;3789.8;3703.7;4134.4;4220.5;4392.8;4478.9,5598.6,3273.0,S
2.636,81.810572878,1981.1,4392.8,0.18,81.990120407,Y,5759.3,3338.1,5.0,A,4220.5,4134.4;4134.4;4565.0;4565.0;4565.0;4392.8;4823.4;4737.3;4565.0;4565.0;5512.5;5598.6;5598.6;5598.6;5426.4;4220.5;4134.4;3962.1;3876.0;3531.4;3703.7;3703.7;3703.7;3531.4;4134.4;4134.4;4220.5;4306.6;4565.0;4478.9,5598.6,3531.4,S
2.522,82.125516905,1894.9,4392.8,0.185,82.310951238,Y,5735.8,3385.1,5.0,A,5598.6,4220.5;4220.5;5340.2;4478.9;4565.0;4392.8;4995.7;4823.4;4651.2;4392.8;3445.3;5512.5;5512.5;5598.6;5598.6;4737.3;4220.5;4134.4;3962.1;3876.0;3531.4;3703.7;3703.7;3703.7;3789.8;4220.5;4134.4;4220.5;4306.6;4478.9;4478.9,5598.6,3445.3,S
2.554,82.43898923,1894.9,4392.8,0.199,82.637668873,Y,5783.6,3434.0,5.0,A,4306.6,4220.5;4134.4;3876.0;4478.9;4565.0;4565.0;4392.8;4909.6;4823.4;4651.2;4306.6;5426.4;5512.5;5512.5;5598.6;5598.6;4823.4;4220.5;4048.2;3962.1;3876.0;3531.4;3617.6;3617.6;3703.7;3531.4;4220.5;4134.4;4220.5;4306.6;4478.9;4565.0;4392.8,5598.6,3531.4,S
2.556,83.751791738,1981.1,4392.8,0.191,83.943112876,Y,5715.8,3388.8,5.0,A,4220.5,4306.6;4134.4;4134.4;4478.9;4565.0;4478.9;4306.6;4909.6;4823.4;4651.2;4565.0;5426.4;5512.5;5512.5;5512.5;5512.5;4737.3;4220.5;4048.2;3962.1;3789.8;3531.4;3703.7;3962.1;3703.7;3789.8;3531.4;4134.4;4220.5;4392.8;4478.9;4565.0,5512.5,3531.4,S
2.91,85.743549134,1636.5,4909.6,0.16,85.90396455,Y,5806.2,3434.0,5.0,A,5598.6,4651.2;4651.2;4478.9;4995.7;4909.6;4737.3;4478.9;4565.0;5684.8;5684.8;5598.6;5598.6;4909.6;5684.8;4048.2;3876.0;5598.6;5684.8;5684.8;3703.7;3531.4;3531.4;4134.4;4220.5;4306.6;4478.9;4651.2,5684.8,3531.4,S
2.827,86.034945944,1894.9,4565.0,0.193,86.227738783,Y,5806.2,3298.5,5.0,A,4478.9,4220.5;4478.9;4565.0;4565.0;4478.9;4909.6;4823.4;4737.3;4565.0;4823.4;5598.6;5598.6;5598.6;5598.6;5254.1;4134.4;4048.2;3962.1;3789.8;3531.4;4048.2;3617.6;3703.7;3531.4;4134.4;4134.4;4392.8;4478.9;4565.0;4565.0;4565.0;4565.0;4478.9,5598.6,3531.4,S
2.758,86.338116363,1981.1,4651.2,0.187,86.525022397,Y,5783.6,3321.1,5.0,A,5598.6,4565.0;4565.0;4565.0;4478.9;4995.7;4823.4;4737.3;4478.9;5598.6;5598.6;5598.6;5598.6;5598.6;5598.6;5598.6;4134.4;3962.1;3789.8;3531.4;4048.2;3703.7;3789.8;3531.4;4134.4;4306.6;4392.8;4478.9;4565.0;4565.0;4651.2;4565.0,5598.6,3531.4,S
2.977,86.643274139,1981.1,4478.9,0.188,86.831651875,Y,5715.8,3230.7,5.0,A,4392.8,4134.4;4134.4;4134.4;4565.0;4565.0;4478.9;4909.6;4823.4;4565.0;4478.9;5512.5;5512.5;5598.6;5598.6;5598.6;4565.0;5598.6;4134.4;3962.1;3876.0;3531.4;5598.6;3703.7;3789.8;3531.4;4134.4;4134.4;4306.6;4392.8;4565.0;4565.0;4392.8,5598.6,3531.4,S
2.806,93.709577416,2153.3,4392.8,0.149,93.858219223,Y,5874.0,3366.2,5.0,A,4306.6,3789.8;4565.0;4909.6;4737.3;4737.3;5598.6;5684.8;5684.8;5684.8;5684.8;5081.8;4134.4;4134.4;3962.1;3789.8;3703.7;3703.7;3703.7;3703.7;4306.6;4220.5;4306.6;4392.8;4651.2;4651.2,5684.8,3703.7,S
